catch_rate,height,data7,data3,data6.1,defense,sp_atk,sp_def,dexnum,special_group,percent_female,data2,hp,data5,generation,base_exp,speed,weight,total,ev_yield,data6.3,data6.2,growth_rate,data4,base_friendship,attack,egg_cycles,data1,data6,percent_male
120,0.3,,Mole,Field,40,30,45,529,Ordinary,50.0,,60,Sand Force,5,66,68,8.5,328,1 Attack,Field,Mold Breaker,Medium Fast,Sand Rush,50,85,20,Ground,Mold Breaker,50.0
60,0.7,,Subterrene,Field,60,50,65,530,Ordinary,50.0,Steel,110,Sand Force,5,178,88,40.4,508,2 Attack,Field,Mold Breaker,Medium Fast,Sand Rush,50,135,20,Ground,Mold Breaker,50.0
255,1.1,,Hearing,Fairy,86,60,86,531,Ordinary,50.0,,103,Regenerator,5,390,50,31.0,445,2 HP,Fairy,Klutz,Fast,Healer,50,60,20,Normal,Klutz,50.0
180,0.6,,Muscular,Human-Like,55,25,35,532,Ordinary,25.0,,75,Sheer Force,5,61,35,12.5,305,1 Attack,Human-Like,Iron Fist,Medium Slow,Guts,70,80,20,Fighting,Iron Fist,75.0
90,1.2,,Muscular,Human-Like,85,40,50,533,Ordinary,25.0,,85,Sheer Force,5,142,40,40.0,405,2 Attack,Human-Like,Iron Fist,Medium Slow,Guts,50,105,20,Fighting,Iron Fist,75.0
45,1.4,,Muscular,Human-Like,95,55,65,534,Ordinary,25.0,,105,Sheer Force,5,227,45,87.0,505,3 Attack,Human-Like,Iron Fist,Medium Slow,Guts,50,140,20,Fighting,Iron Fist,75.0
255,0.5,,Tadpole,Water 1,40,50,40,535,Ordinary,50.0,,50,Hydration,5,59,64,4.5,294,1 Speed,Water 1,Water Absorb,Medium Slow,Swift Swim,50,50,20,Water,Water Absorb,50.0
120,0.8,,Vibration,Water 1,55,65,55,536,Ordinary,50.0,Ground,75,Hydration,5,134,69,17.0,384,2 HP,Water 1,Water Absorb,Medium Slow,Swift Swim,50,65,20,Water,Water Absorb,50.0
45,1.5,,Vibration,Water 1,75,85,75,537,Ordinary,50.0,Ground,105,Poison Touch,5,229,74,62.0,509,3 HP,Water 1,Water Absorb,Medium Slow,Swift Swim,50,95,20,Water,Water Absorb,50.0
45,1.3,,Judo,Human-Like,85,30,85,538,Ordinary,0.0,,120,Inner Focus,5,163,45,55.5,465,2 HP,Human-Like,Mold Breaker,Medium Fast,Guts,50,100,20,Fighting,Mold Breaker,100.0
45,1.4,,Karate,Human-Like,75,30,75,539,Ordinary,0.0,,75,Inner Focus,5,163,85,51.0,465,2 Attack,Human-Like,Mold Breaker,Medium Fast,Sturdy,50,125,20,Fighting,Mold Breaker,100.0
255,0.3,,Sewing,Bug,70,40,60,540,Ordinary,50.0,Grass,45,Chlorophyll,5,62,42,2.5,310,1 Defense,Bug,Overcoat,Medium Slow,Swarm,50,53,15,Bug,Overcoat,50.0
120,0.5,,Leaf-Wrapped,Bug,90,50,80,541,Ordinary,50.0,Grass,55,Chlorophyll,5,133,42,7.3,380,2 Defense,Bug,Overcoat,Medium Slow,Leaf Guard,50,63,15,Bug,Overcoat,50.0
45,1.2,,Nurturing,Bug,80,70,80,542,Ordinary,50.0,Grass,75,Chlorophyll,5,225,92,20.5,500,3 Attack,Bug,Overcoat,Medium Slow,Swarm,50,103,15,Bug,Overcoat,50.0
255,0.4,,Centipede,Bug,59,30,39,543,Ordinary,50.0,Poison,30,Swarm,5,52,57,5.3,260,1 Defense,Bug,Speed Boost,Medium Slow,Poison Point,50,45,15,Bug,Speed Boost,50.0
120,1.2,,Curlipede,Bug,99,40,79,544,Ordinary,50.0,Poison,40,Swarm,5,126,47,58.5,360,2 Defense,Bug,Speed Boost,Medium Slow,Poison Point,50,55,15,Bug,Speed Boost,50.0
45,2.5,,Megapede,Bug,89,55,69,545,Ordinary,50.0,Poison,60,Swarm,5,218,112,200.5,485,3 Speed,Bug,Speed Boost,Medium Slow,Poison Point,50,100,20,Bug,Speed Boost,50.0
190,0.3,Grass,Cotton Puff,Fairy ,60,37,50,546,Ordinary,50.0,Fairy,40,Infiltrator,5,56,66,0.6,280,1 Speed,Fairy ,Chlorophyll,Medium Fast,Prankster,50,27,20,Grass,Chlorophyll,50.0
75,0.7,Grass,Windveiled,Fairy ,85,77,75,547,Ordinary,50.0,Fairy,60,Infiltrator,5,168,116,6.6,480,2 Speed,Fairy ,Chlorophyll,Medium Fast,Prankster,50,67,20,Grass,Chlorophyll,50.0
190,0.5,,Bulb,Grass,50,70,50,548,Ordinary,100.0,,45,Own Tempo,5,56,30,6.6,280,1 Sp. Atk,Grass,Leaf Guard,Medium Fast,Chlorophyll,50,35,20,Grass,Leaf Guard,0.0
75,1.1,,Flowering,Grass,75,110,75,549,Ordinary,100.0,,70,Own Tempo,5,168,90,16.3,480,2 Sp. Atk,Grass,Leaf Guard,Medium Fast,Chlorophyll,50,60,20,Grass,Leaf Guard,0.0
25,1.0,,Hostile,Water 2,65,80,55,550,Ordinary,50.0,,70,Adaptability,5,161,98,18.0,460,2 Speed,Water 2,Mold Breaker,Medium Fast,Reckless,50,92,40,Water,Mold Breaker,50.0
180,0.7,,Desert Croc,Field,35,35,35,551,Ordinary,50.0,Dark,50,Moxie,5,58,65,15.2,292,1 Attack,Field,Anger Point,Medium Slow,Intimidate,50,72,20,Ground,Anger Point,50.0
90,1.0,,Desert Croc,Field,45,45,45,552,Ordinary,50.0,Dark,60,Moxie,5,123,74,33.4,351,2 Attack,Field,Anger Point,Medium Slow,Intimidate,50,82,20,Ground,Anger Point,50.0
45,1.5,,Intimidation,Field,80,65,70,553,Ordinary,50.0,Dark,95,Moxie,5,260,92,96.3,519,3 Attack,Field,Anger Point,Medium Slow,Intimidate,50,117,20,Ground,Anger Point,50.0
120,0.6,,Zen Charm,Field,45,15,45,554,Ordinary,50.0,,70,Inner Focus,5,63,50,37.5,315,1 Attack,Field,,Medium Slow,Hustle,50,90,20,Fire,,50.0
60,1.3,,Blazing,Field,55,30,55,555,Ordinary,50.0,,105,Zen Mode,5,168,95,92.9,480,2 Attack,Field,,Medium Slow,Sheer Force,50,140,20,Fire,,50.0
255,1.0,,Cactus,Grass,67,106,67,556,Ordinary,50.0,,75,Chlorophyll,5,161,60,28.0,461,2 Sp. Atk,Grass,Storm Drain,Medium Fast,Water Absorb,50,86,20,Grass,Storm Drain,50.0
190,0.3,Mineral,Rock Inn,Bug ,85,35,35,557,Ordinary,50.0,Rock,50,Shell Armor,5,65,55,14.5,325,1 Defense,Bug ,Weak Armor,Medium Fast,Sturdy,50,65,20,Bug,Weak Armor,50.0
75,1.4,Mineral,Stone Home,Bug ,125,65,75,558,Ordinary,50.0,Rock,70,Shell Armor,5,170,45,200.0,485,2 Defense,Bug ,Weak Armor,Medium Fast,Sturdy,50,105,20,Bug,Weak Armor,50.0
180,0.6,Field,Shedding,Dragon ,70,35,70,559,Ordinary,50.0,Fighting,50,Moxie,5,70,48,11.8,348,1 Attack,Dragon ,Intimidate,Medium Fast,Shed Skin,35,75,15,Dark,Intimidate,50.0
90,1.1,Field,Hoodlum,Dragon ,115,45,115,560,Ordinary,50.0,Fighting,65,Moxie,5,171,58,30.0,488,"1 Defense, 1 Sp. Def",Dragon ,Intimidate,Medium Fast,Shed Skin,50,90,15,Dark,Intimidate,50.0
45,1.4,,Avianoid,Flying,80,103,80,561,Ordinary,50.0,Flying,72,Magic Guard,5,172,97,14.0,490,2 Sp. Atk,Flying,Tinted Lens,Medium Fast,Wonder Skin,50,58,20,Psychic,Tinted Lens,50.0
190,0.5,Mineral,Spirit,Amorphous ,85,55,65,562,Ordinary,50.0,,38,,5,61,30,1.5,303,1 Defense,Amorphous ,,Medium Fast,Mummy,50,30,25,Ghost,,50.0
90,1.7,Mineral,Coffin,Amorphous ,145,95,105,563,Ordinary,50.0,,58,,5,169,30,76.5,483,2 Defense,Amorphous ,,Medium Fast,Mummy,50,50,25,Ghost,,50.0
45,0.7,Water 3,Prototurtle,Water 1 ,103,53,45,564,Fossil,12.5,Rock,54,Sturdy,5,71,22,16.5,355,1 Defense,Water 1 ,Swift Swim,Medium Fast,Solid Rock,50,78,30,Water,Swift Swim,87.5
45,1.2,Water 3,Prototurtle,Water 1 ,133,83,65,565,Fossil,12.5,Rock,74,Sturdy,5,173,32,81.0,495,2 Defense,Water 1 ,Swift Swim,Medium Fast,Solid Rock,50,108,30,Water,Swift Swim,87.5
45,0.5,Water 3,First Bird,Flying ,45,74,45,566,Fossil,12.5,Flying,55,,5,71,70,9.5,401,1 Attack,Flying ,,Medium Fast,Defeatist,50,112,30,Rock,,87.5
45,1.4,Water 3,First Bird,Flying ,65,112,65,567,Fossil,12.5,Flying,75,,5,177,110,32.0,567,2 Attack,Flying ,,Medium Fast,Defeatist,50,140,30,Rock,,87.5
190,0.6,,Trash Bag,Mineral,62,40,62,568,Ordinary,50.0,,50,Sticky Hold,5,66,65,31.0,329,1 Speed,Mineral,Aftermath,Medium Fast,Stench,50,50,20,Poison,Aftermath,50.0
60,1.9,,Trash Heap,Mineral,82,60,82,569,Ordinary,50.0,,80,Weak Armor,5,166,75,107.3,474,2 Attack,Mineral,Aftermath,Medium Fast,Stench,50,95,20,Poison,Aftermath,50.0
75,0.7,,Tricky Fox,Field,40,80,40,570,Ordinary,12.5,,40,,5,66,65,12.5,330,1 Sp. Atk,Field,,Medium Slow,Illusion,50,65,25,Dark,,87.5
45,1.6,,Illusion Fox,Field,60,120,60,571,Ordinary,12.5,,60,,5,179,105,81.1,510,2 Sp. Atk,Field,,Medium Slow,Illusion,50,105,20,Dark,,87.5
255,0.4,,Chinchilla,Field,40,40,40,572,Ordinary,75.0,,55,Technician,5,60,75,5.8,300,1 Speed,Field,Skill Link,Fast,Cute Charm,50,50,15,Normal,Skill Link,25.0
60,0.5,,Scarf,Field,60,65,60,573,Ordinary,75.0,,75,Technician,5,165,115,7.5,470,2 Speed,Field,Skill Link,Fast,Cute Charm,50,95,15,Normal,Skill Link,25.0
200,0.4,,Fixation,Human-Like,50,55,65,574,Ordinary,75.0,,45,Competitive,5,58,45,5.8,290,1 Sp. Def,Human-Like,Shadow Tag,Medium Slow,Frisk,50,30,20,Psychic,Shadow Tag,25.0
100,0.7,,Manipulate,Human-Like,70,75,85,575,Ordinary,75.0,,60,Competitive,5,137,55,18.0,390,2 Sp. Def,Human-Like,Shadow Tag,Medium Slow,Frisk,50,45,20,Psychic,Shadow Tag,25.0
50,1.5,,Astral Body,Human-Like,95,95,110,576,Ordinary,75.0,,70,Competitive,5,245,65,44.0,490,3 Sp. Def,Human-Like,Shadow Tag,Medium Slow,Frisk,50,55,20,Psychic,Shadow Tag,25.0
200,0.3,,Cell,Amorphous,40,105,50,577,Ordinary,50.0,,45,Magic Guard,5,58,20,1.0,290,1 Sp. Atk,Amorphous,Regenerator,Medium Slow,Overcoat,50,30,20,Psychic,Regenerator,50.0
100,0.6,,Mitosis,Amorphous,50,125,60,578,Ordinary,50.0,,65,Magic Guard,5,130,30,8.0,370,2 Sp. Atk,Amorphous,Regenerator,Medium Slow,Overcoat,50,40,20,Psychic,Regenerator,50.0
50,1.0,,Multiplying,Amorphous,75,125,85,579,Ordinary,50.0,,110,Magic Guard,5,221,30,20.1,490,3 Sp. Atk,Amorphous,Regenerator,Medium Slow,Overcoat,50,65,20,Psychic,Regenerator,50.0
190,0.5,Water 1,Water Bird,Flying ,50,44,50,580,Ordinary,50.0,Flying,62,Big Pecks,5,61,55,5.5,305,1 HP,Flying ,Hydration,Medium Fast,Keen Eye,50,44,20,Water,Hydration,50.0
45,1.3,Water 1,White Bird,Flying ,63,87,63,581,Ordinary,50.0,Flying,75,Big Pecks,5,166,98,24.2,473,2 Speed,Flying ,Hydration,Medium Fast,Keen Eye,50,87,20,Water,Hydration,50.0
255,0.4,,Fresh Snow,Mineral,50,65,60,582,Ordinary,50.0,,36,Snow Cloak,5,61,44,5.7,305,1 Sp. Atk,Mineral,Weak Armor,Slow,Ice Body,50,50,20,Ice,Weak Armor,50.0
120,1.1,,Icy Snow,Mineral,65,80,75,583,Ordinary,50.0,,51,Snow Cloak,5,138,59,41.0,395,2 Sp. Atk,Mineral,Weak Armor,Slow,Ice Body,50,65,20,Ice,Weak Armor,50.0
45,1.3,,Snowstorm,Mineral,85,110,95,584,Ordinary,50.0,,71,Snow Warning,5,241,79,57.5,535,3 Sp. Atk,Mineral,Weak Armor,Slow,Ice Body,50,95,20,Ice,Weak Armor,50.0
190,0.6,,Season,Field,50,40,50,585,Ordinary,50.0,Grass,60,Sap Sipper,5,67,75,19.5,335,1 Speed,Field,Serene Grace,Medium Fast,Chlorophyll,50,60,20,Normal,Serene Grace,50.0
75,1.9,,Season,Field,70,60,70,586,Ordinary,50.0,Grass,80,Sap Sipper,5,166,95,92.5,475,2 Attack,Field,Serene Grace,Medium Fast,Chlorophyll,50,100,20,Normal,Serene Grace,50.0
200,0.4,,Sky Squirrel,Field,60,75,60,587,Ordinary,50.0,Flying,55,Motor Drive,5,150,103,5.0,428,2 Speed,Field,,Medium Fast,Static,50,75,20,Electric,,50.0
200,0.5,,Clamping,Bug,45,40,45,588,Ordinary,50.0,,50,Shed Skin,5,63,60,5.9,315,1 Attack,Bug,No Guard,Medium Fast,Swarm,50,75,15,Bug,No Guard,50.0
75,1.0,,Cavalry,Bug,105,60,105,589,Ordinary,50.0,Steel,70,Shell Armor,5,173,20,33.0,495,2 Attack,Bug,Overcoat,Medium Fast,Swarm,50,135,15,Bug,Overcoat,50.0
190,0.2,,Mushroom,Grass,45,55,55,590,Ordinary,50.0,Poison,69,Regenerator,5,59,15,1.0,294,1 HP,Grass,,Medium Fast,Effect Spore,50,55,20,Grass,,50.0
75,0.6,,Mushroom,Grass,70,85,80,591,Ordinary,50.0,Poison,114,Regenerator,5,162,30,10.5,464,2 HP,Grass,,Medium Fast,Effect Spore,50,85,20,Grass,,50.0
190,1.2,,Floating,Amorphous,50,65,85,592,Ordinary,50.0,Ghost,55,Cursed Body,5,67,40,33.0,335,1 Sp. Def,Amorphous,Damp,Medium Fast,Water Absorb,50,40,20,Water,Damp,50.0
60,2.2,,Floating,Amorphous,70,85,105,593,Ordinary,50.0,Ghost,100,Cursed Body,5,168,60,135.0,480,2 Sp. Def,Amorphous,Damp,Medium Fast,Water Absorb,50,60,20,Water,Damp,50.0
75,1.2,Water 2,Caring,Water 1 ,80,40,45,594,Ordinary,50.0,,165,Hydration,5,165,65,31.6,470,2 HP,Water 1 ,Regenerator,Fast,Healer,50,75,40,Water,Regenerator,50.0
190,0.1,,Attaching,Bug,50,57,50,595,Ordinary,50.0,Electric,50,Unnerve,5,64,65,0.6,319,1 Speed,Bug,Swarm,Medium Fast,Compound Eyes,50,47,20,Bug,Swarm,50.0
75,0.8,,EleSpider,Bug,60,97,60,596,Ordinary,50.0,Electric,70,Unnerve,5,165,108,14.3,472,2 Speed,Bug,Swarm,Medium Fast,Compound Eyes,50,77,20,Bug,Swarm,50.0
255,0.6,Mineral,Thorn Seed,Grass ,91,24,86,597,Ordinary,50.0,Steel,44,,5,61,10,18.8,305,1 Defense,Grass ,,Medium Fast,Iron Barbs,50,50,20,Grass,,50.0
90,1.0,Mineral,Thorn Pod,Grass ,131,54,116,598,Ordinary,50.0,Steel,74,Anticipation,5,171,20,110.0,489,2 Defense,Grass ,,Medium Fast,Iron Barbs,50,94,20,Grass,,50.0
130,0.3,,Gear,Mineral,70,45,60,599,Ordinary,,,40,Minus,5,60,30,21.0,300,1 Defense,Mineral,Clear Body,Medium Slow,Plus,50,55,20,Steel,Clear Body,
60,0.6,,Gear,Mineral,95,70,85,600,Ordinary,,,60,Minus,5,154,50,51.0,440,2 Defense,Mineral,Clear Body,Medium Slow,Plus,50,80,20,Steel,Clear Body,
30,0.6,,Gear,Mineral,115,70,85,601,Ordinary,,,60,Minus,5,234,90,81.0,520,3 Defense,Mineral,Clear Body,Medium Slow,Plus,50,100,20,Steel,Clear Body,
190,0.2,,EleFish,Amorphous,40,45,40,602,Ordinary,50.0,,35,,5,55,60,0.3,275,1 Speed,Amorphous,,Slow,Levitate,50,55,20,Electric,,50.0
60,1.2,,EleFish,Amorphous,70,75,70,603,Ordinary,50.0,,65,,5,142,40,22.0,405,2 Attack,Amorphous,,Slow,Levitate,50,85,20,Electric,,50.0
30,2.1,,EleFish,Amorphous,80,105,80,604,Ordinary,50.0,,85,,5,258,50,80.5,515,3 Attack,Amorphous,,Slow,Levitate,50,115,20,Electric,,50.0
255,0.5,,Cerebral,Human-Like,55,85,55,605,Ordinary,50.0,,55,Synchronize,5,67,30,9.0,335,1 Sp. Atk,Human-Like,Analytic,Medium Fast,Telepathy,50,55,20,Psychic,Analytic,50.0
90,1.0,,Cerebral,Human-Like,75,125,95,606,Ordinary,50.0,,75,Synchronize,5,170,40,34.5,485,2 Sp. Atk,Human-Like,Analytic,Medium Fast,Telepathy,50,75,20,Psychic,Analytic,50.0
190,0.3,,Candle,Amorphous,55,65,55,607,Ordinary,50.0,Fire,50,Flame Body,5,55,20,3.1,275,1 Sp. Atk,Amorphous,Infiltrator,Medium Slow,Flash Fire,50,30,20,Ghost,Infiltrator,50.0
90,0.6,,Lamp,Amorphous,60,95,60,608,Ordinary,50.0,Fire,60,Flame Body,5,130,55,13.0,370,2 Sp. Atk,Amorphous,Infiltrator,Medium Slow,Flash Fire,50,40,20,Ghost,Infiltrator,50.0
45,1.0,,Luring,Amorphous,90,145,90,609,Ordinary,50.0,Fire,60,Flame Body,5,234,80,34.3,520,3 Sp. Atk,Amorphous,Infiltrator,Medium Slow,Flash Fire,50,55,20,Ghost,Infiltrator,50.0
75,0.6,Monster,Tusk,Dragon ,60,30,40,610,Ordinary,50.0,,46,Mold Breaker,5,64,57,18.0,320,1 Attack,Dragon ,Unnerve,Slow,Rivalry,35,87,40,Dragon,Unnerve,50.0
60,1.0,Monster,Axe Jaw,Dragon ,70,40,50,611,Ordinary,50.0,,66,Mold Breaker,5,144,67,36.0,410,2 Attack,Dragon ,Unnerve,Slow,Rivalry,35,117,40,Dragon,Unnerve,50.0
45,1.8,Monster,Axe Jaw,Dragon ,90,60,70,612,Ordinary,50.0,,76,Mold Breaker,5,270,97,105.5,540,3 Attack,Dragon ,Unnerve,Slow,Rivalry,35,147,40,Dragon,Unnerve,50.0
120,0.5,,Chill,Field,40,60,40,613,Ordinary,50.0,,55,Slush Rush,5,61,40,8.5,305,1 Attack,Field,Rattled,Medium Fast,Snow Cloak,50,70,20,Ice,Rattled,50.0
60,2.6,,Freezing,Field,80,70,80,614,Ordinary,50.0,,95,Slush Rush,5,177,50,260.0,505,2 Attack,Field,Swift Swim,Medium Fast,Snow Cloak,50,130,20,Ice,Swift Swim,50.0
25,1.1,,Crystallizing,Mineral,50,95,135,615,Ordinary,,,80,,5,180,105,148.0,515,2 Sp. Def,Mineral,,Medium Fast,Levitate,50,50,25,Ice,,
200,0.4,,Snail,Bug,85,40,65,616,Ordinary,50.0,,50,Shell Armor,5,61,25,7.7,305,1 Defense,Bug,Overcoat,Medium Fast,Hydration,50,40,15,Bug,Overcoat,50.0
75,0.8,,Shell Out,Bug,40,100,60,617,Ordinary,50.0,,80,Sticky Hold,5,173,145,25.3,495,2 Speed,Bug,Unburden,Medium Fast,Hydration,50,70,15,Bug,Unburden,50.0
75,0.7,Water 1,Trap,Amorphous ,84,81,99,618,Ordinary,50.0,Electric,109,Limber,5,165,32,11.0,471,2 HP,Amorphous ,Sand Veil,Medium Fast,Static,70,66,20,Ground,Sand Veil,50.0
180,0.9,Human-Like,Martial Arts,Field ,50,55,50,619,Ordinary,50.0,,45,Regenerator,5,70,65,20.0,350,1 Attack,Field ,Reckless,Medium Slow,Inner Focus,50,85,25,Fighting,Reckless,50.0
45,1.4,Human-Like,Martial Arts,Field ,60,95,60,620,Ordinary,50.0,,65,Regenerator,5,179,105,35.5,510,2 Attack,Field ,Reckless,Medium Slow,Inner Focus,50,125,25,Fighting,Reckless,50.0
45,1.6,Monster,Cave,Dragon ,90,60,90,621,Ordinary,50.0,,77,Sheer Force,5,170,48,139.0,485,2 Attack,Dragon ,Mold Breaker,Medium Fast,Rough Skin,50,120,30,Dragon,Mold Breaker,50.0
190,1.0,,Automaton,Mineral,50,35,50,622,Ordinary,,Ghost,59,Klutz,5,61,35,92.0,303,1 Attack,Mineral,No Guard,Medium Fast,Iron Fist,50,74,25,Ground,No Guard,
90,2.8,,Automaton,Mineral,80,55,80,623,Ordinary,,Ghost,89,Klutz,5,169,55,330.0,483,2 Attack,Mineral,No Guard,Medium Fast,Iron Fist,50,124,25,Ground,No Guard,
120,0.5,,Sharp Blade,Human-Like,70,40,40,624,Ordinary,50.0,Steel,45,Inner Focus,5,68,60,10.2,340,1 Attack,Human-Like,Pressure,Medium Fast,Defiant,35,85,20,Dark,Pressure,50.0
45,1.6,,Sword Blade,Human-Like,100,60,70,625,Ordinary,50.0,Steel,65,Inner Focus,5,172,70,70.0,490,2 Attack,Human-Like,Pressure,Medium Fast,Defiant,35,125,20,Dark,Pressure,50.0
45,1.6,,Bash Buffalo,Field,95,40,95,626,Ordinary,50.0,,95,Sap Sipper,5,172,55,94.6,490,2 Attack,Field,Soundproof,Medium Fast,Reckless,50,110,20,Normal,Soundproof,50.0
190,0.5,,Eaglet,Flying,50,37,50,627,Ordinary,0.0,Flying,70,Sheer Force,5,70,60,10.5,350,1 Attack,Flying,Hustle,Slow,Keen Eye,50,83,20,Normal,Hustle,100.0
60,1.5,,Valiant,Flying,75,57,75,628,Ordinary,0.0,Flying,100,Sheer Force,5,179,80,41.0,510,2 Attack,Flying,Defiant,Slow,Keen Eye,50,123,20,Normal,Defiant,100.0
190,0.5,,Diapered,Flying,75,45,65,629,Ordinary,100.0,Flying,70,Overcoat,5,74,60,9.0,370,1 Defense,Flying,Weak Armor,Slow,Big Pecks,35,55,20,Dark,Weak Armor,0.0
60,1.2,,Bone Vulture,Flying,105,55,95,630,Ordinary,100.0,Flying,110,Overcoat,5,179,80,39.5,510,2 Sp. Atk,Flying,Weak Armor,Slow,Big Pecks,35,65,20,Dark,Weak Armor,0.0
90,1.4,,Anteater,Field,66,105,66,631,Ordinary,50.0,,85,Flash Fire,5,169,65,58.0,484,2 Sp. Atk,Field,White Smoke,Medium Fast,Gluttony,50,97,20,Fire,White Smoke,50.0
90,0.3,,Iron Ant,Bug,112,48,48,632,Ordinary,50.0,Steel,58,Hustle,5,169,109,33.0,484,2 Defense,Bug,Truant,Medium Fast,Swarm,50,109,20,Bug,Truant,50.0
45,0.8,,Irate,Dragon,50,45,50,633,Ordinary,50.0,Dragon,52,,5,60,38,17.3,300,1 Attack,Dragon,,Slow,Hustle,35,65,40,Dark,,50.0
45,1.4,,Hostile,Dragon,70,65,70,634,Ordinary,50.0,Dragon,72,,5,147,58,50.0,420,2 Attack,Dragon,,Slow,Hustle,35,85,40,Dark,,50.0
45,1.8,,Brutal,Dragon,90,125,90,635,Ordinary,50.0,Dragon,92,,5,300,98,160.0,600,3 Sp. Atk,Dragon,,Slow,Levitate,35,105,40,Dark,,50.0
45,1.1,,Torch,Bug,55,50,55,636,Ordinary,50.0,Fire,55,Swarm,5,72,60,28.8,360,1 Attack,Bug,,Slow,Flame Body,50,85,40,Bug,,50.0
15,1.6,,Sun,Bug,65,135,105,637,Ordinary,50.0,Fire,85,Swarm,5,275,100,46.0,550,3 Sp. Atk,Bug,,Slow,Flame Body,50,60,40,Bug,,50.0
3,2.1,,Iron Will,Undiscovered,129,90,72,638,Legendary,,Fighting,91,,5,261,108,250.0,580,3 Defense,Undiscovered,,Slow,Justified,35,90,80,Steel,,
3,1.9,,Cavern,Undiscovered,90,72,90,639,Legendary,,Fighting,91,,5,261,108,260.0,580,3 Attack,Undiscovered,,Slow,Justified,35,129,80,Rock,,
3,2.0,,Grassland,Undiscovered,72,90,129,640,Legendary,,Fighting,91,,5,261,108,200.0,580,3 Sp. Def,Undiscovered,,Slow,Justified,35,90,80,Grass,,
3,1.5,,Cyclone,Undiscovered,70,125,80,641,Legendary,0.0,,79,Defiant,5,290,111,63.0,580,3 Attack,Undiscovered,,Slow,Prankster,90,115,120,Flying,,100.0
3,1.5,,Bolt Strike,Undiscovered,70,125,80,642,Legendary,0.0,Flying,79,Defiant,5,290,111,61.0,580,3 Attack,Undiscovered,,Slow,Prankster,90,115,120,Electric,,100.0
3,3.2,,Vast White,Undiscovered,100,150,120,643,Legendary,,Fire,100,,5,306,90,330.0,680,3 Sp. Atk,Undiscovered,,Slow,Turboblaze,0,120,120,Dragon,,
3,2.9,,Deep Black,Undiscovered,120,120,100,644,Legendary,,Electric,100,,5,306,90,345.0,680,3 Attack,Undiscovered,,Slow,Teravolt,0,150,120,Dragon,,
3,1.5,,Abundance,Undiscovered,90,115,80,645,Legendary,0.0,Flying,89,Sheer Force,5,300,101,68.0,600,3 Sp. Atk,Undiscovered,,Slow,Sand Force,90,125,120,Ground,,100.0
3,3.0,,Boundary,Undiscovered,90,130,90,646,Legendary,,Ice,125,,5,297,95,325.0,660,"1 HP, 1 Attack, 1 Sp. Atk",Undiscovered,,Slow,Pressure,0,130,120,Dragon,,
3,1.4,,Colt,Undiscovered,90,129,90,647,Mythical,,Fighting,91,,5,261,108,48.5,580,3 Sp. Atk,Undiscovered,,Slow,Justified,35,72,80,Water,,
3,0.6,,Melody,Undiscovered,77,128,128,648,Mythical,,Psychic,100,,5,300,90,6.5,600,"1 Sp. Atk, 1 Sp. Def, 1 Speed",Undiscovered,,Slow,Serene Grace,100,77,120,Normal,,
3,1.5,,Paleozoic,Undiscovered,95,120,95,649,Mythical,,Steel,71,,5,270,99,82.5,600,"1 Attack, 1 Sp. Atk, 1 Speed",Undiscovered,,Slow,Download,0,120,120,Bug,,
45,0.4,,Spiny Nut,Field,65,48,45,650,Ordinary,12.5,,56,Bulletproof,6,63,38,9.0,313,1 Defense,Field,,Medium Slow,Overgrow,50,61,20,Grass,,87.5
45,0.7,,Spiny Armor,Field,95,56,58,651,Ordinary,12.5,,61,Bulletproof,6,142,57,29.0,405,2 Defense,Field,,Medium Slow,Overgrow,50,78,20,Grass,,87.5
45,1.6,,Spiny Armor,Field,122,74,75,652,Ordinary,12.5,Fighting,88,Bulletproof,6,265,64,90.0,530,3 Defense,Field,,Medium Slow,Overgrow,50,107,20,Grass,,87.5
45,0.4,,Fox,Field,40,62,60,653,Ordinary,12.5,,40,Magician,6,61,60,9.4,307,1 Sp. Atk,Field,,Medium Slow,Blaze,50,45,20,Fire,,87.5
45,1.0,,Fox,Field,58,90,70,654,Ordinary,12.5,,59,Magician,6,143,73,14.5,409,2 Sp. Atk,Field,,Medium Slow,Blaze,50,59,20,Fire,,87.5
45,1.5,,Fox,Field,72,114,100,655,Ordinary,12.5,Psychic,75,Magician,6,267,104,39.0,534,3 Sp. Atk,Field,,Medium Slow,Blaze,50,69,20,Fire,,87.5
45,0.3,,Bubble Frog,Water 1,40,62,44,656,Ordinary,12.5,,41,Protean,6,63,71,7.0,314,1 Speed,Water 1,,Medium Slow,Torrent,50,56,20,Water,,87.5
45,0.6,,Bubble Frog,Water 1,52,83,56,657,Ordinary,12.5,,54,Protean,6,142,97,10.9,405,2 Speed,Water 1,,Medium Slow,Torrent,50,63,20,Water,,87.5
45,1.5,,Ninja,Water 1,67,103,71,658,Ordinary,12.5,Dark,72,Protean,6,265,122,40.0,530,3 Speed,Water 1,,Medium Slow,Torrent,50,95,20,Water,,87.5
255,0.4,,Digging,Field,38,32,36,659,Ordinary,50.0,,38,Cheek Pouch,6,47,57,5.0,237,1 Speed,Field,Huge Power,Medium Fast,Pickup,50,36,15,Normal,Huge Power,50.0
